Age,MaritalStatus,AnnualConsumption,DayNightConsumption,IncomeLevel,DwellingArea,HasChildren,SolarRoof,ShiftableLoad,RiskAttitude,AttitudeSustainability,Tariff
48,4,4060,0.379329,3,2,FALSE,FALSE,2,TRUE,2,Tariff 2
27,3,4454,0.637614,1,4,FALSE,TRUE,1,TRUE,2,Tariff 1
69,5,2802,0.510586,5,4,FALSE,FALSE,4,TRUE,3,Tariff 2
27,5,4492,0.949726,2,4,TRUE,TRUE,4,TRUE,2,Tariff 3
30,4,3059,0.441553,3,3,TRUE,TRUE,2,TRUE,3,Tariff 1
67,1,5412,0.115664,1,1,FALSE,TRUE,4,TRUE,2,Tariff 1
59,2,2767,0.987367,3,2,TRUE,FALSE,3,FALSE,1,Tariff 1
68,5,3066,0.256909,3,3,TRUE,FALSE,1,TRUE,1,Tariff 2
61,1,4666,0.379023,4,4,TRUE,FALSE,3,FALSE,3,Tariff 1
73,5,3459,0.452199,4,4,FALSE,TRUE,2,TRUE,2,Tariff 3
76,2,4409,0.137424,5,2,FALSE,TRUE,4,FALSE,2,Tariff 1
26,5,4327,0.867153,5,4,FALSE,FALSE,2,TRUE,2,Tariff 2
53,4,4539,0.258781,2,2,FALSE,TRUE,1,FALSE,3,Tariff 2
38,5,4179,0.192959,1,3,FALSE,TRUE,1,TRUE,1,Tariff 3
34,2,4504,0.34781,2,2,TRUE,FALSE,3,FALSE,1,Tariff 1
60,6,5042,0.817954,4,3,FALSE,FALSE,4,FALSE,2,Tariff 2
31,3,2538,0.234892,1,4,FALSE,TRUE,2,FALSE,1,Tariff 1
31,4,2560,0.808209,4,4,TRUE,TRUE,1,TRUE,2,Tariff 3
39,3,2679,0.72253,4,4,TRUE,FALSE,2,FALSE,1,Tariff 1
45,3,4326,0.98696,2,1,TRUE,FALSE,3,FALSE,2,Tariff 1
56,2,4458,0.843927,2,1,FALSE,FALSE,2,TRUE,3,Tariff 1
52,6,4159,0.057801,1,2,TRUE,TRUE,4,FALSE,1,Tariff 1
25,2,4929,0.535696,5,2,TRUE,TRUE,3,FALSE,3,Tariff 1
73,1,2411,0.552261,2,2,TRUE,FALSE,4,TRUE,1,Tariff 2
72,6,2241,0.065296,1,2,FALSE,TRUE,3,TRUE,2,Tariff 1
50,3,3667,0.247254,4,2,TRUE,FALSE,4,TRUE,1,Tariff 2
45,3,4598,0.283732,4,4,FALSE,TRUE,3,TRUE,1,Tariff 1
22,1,3180,0.800121,2,4,TRUE,TRUE,3,FALSE,3,Tariff 1
75,6,3654,0.652011,1,3,TRUE,FALSE,2,TRUE,1,Tariff 2
30,3,4962,0.505699,2,4,TRUE,TRUE,1,FALSE,1,Tariff 1
47,1,5072,0.606387,3,3,TRUE,TRUE,3,FALSE,1,Tariff 1
52,2,2784,0.968091,1,4,FALSE,TRUE,4,TRUE,2,Tariff 1
76,6,2402,0.757962,2,4,FALSE,TRUE,3,TRUE,2,Tariff 3
44,2,3858,0.885443,2,2,FALSE,TRUE,2,TRUE,1,Tariff 1
54,5,5324,0.476172,3,3,FALSE,FALSE,4,FALSE,1,Tariff 2
20,3,5088,0.214793,5,1,FALSE,TRUE,1,FALSE,1,Tariff 1
42,5,2773,0.877072,4,3,TRUE,FALSE,3,TRUE,1,Tariff 2
77,5,3820,0.470644,4,4,FALSE,FALSE,2,TRUE,1,Tariff 2
28,1,2995,0.154494,4,3,TRUE,TRUE,3,TRUE,2,Tariff 1
76,6,3569,0.429725,5,4,FALSE,TRUE,1,FALSE,3,Tariff 3
29,2,4742,0.567681,3,3,TRUE,TRUE,1,TRUE,1,Tariff 1
40,1,4666,0.788986,1,4,FALSE,FALSE,4,FALSE,3,Tariff 1
44,1,3554,0.480119,3,3,FALSE,TRUE,2,FALSE,3,Tariff 1
39,4,3092,0.437241,3,3,TRUE,FALSE,1,FALSE,1,Tariff 1
33,3,4486,0.362271,5,4,FALSE,TRUE,1,FALSE,3,Tariff 1
47,6,3857,0.645492,2,2,TRUE,FALSE,3,FALSE,3,Tariff 1
67,2,4723,0.091745,1,3,FALSE,FALSE,1,FALSE,3,Tariff 1
22,1,4390,0.208466,2,3,TRUE,TRUE,2,FALSE,2,Tariff 1
26,5,3065,0.658166,2,1,TRUE,TRUE,2,TRUE,1,Tariff 2
30,5,4938,0.041507,3,3,FALSE,FALSE,2,TRUE,3,Tariff 2
68,4,5130,0.191344,4,4,TRUE,TRUE,2,TRUE,1,Tariff 2
77,6,4371,0.973186,1,3,TRUE,TRUE,1,TRUE,2,Tariff 3
69,3,2230,0.249079,5,2,TRUE,FALSE,3,FALSE,2,Tariff 1
65,1,2260,0.104611,4,3,TRUE,TRUE,4,FALSE,2,Tariff 1
19,2,2562,0.428565,5,4,TRUE,TRUE,2,FALSE,3,Tariff 3
26,2,3290,0.620858,3,4,FALSE,TRUE,4,TRUE,2,Tariff 1
33,4,4128,0.4904,4,1,FALSE,TRUE,2,FALSE,3,Tariff 1
72,6,3795,0.936665,4,4,TRUE,TRUE,4,FALSE,1,Tariff 1
38,1,5423,0.428875,5,4,FALSE,FALSE,3,TRUE,2,Tariff 1
29,2,5190,0.495675,1,3,TRUE,FALSE,2,TRUE,1,Tariff 2
20,3,2867,0.892877,3,1,TRUE,TRUE,2,TRUE,2,Tariff 1
50,3,3406,0.987367,2,1,FALSE,FALSE,2,TRUE,3,Tariff 1
27,6,5379,0.399233,2,4,FALSE,FALSE,2,FALSE,2,Tariff 1
50,1,4756,0.625221,5,3,FALSE,TRUE,2,FALSE,3,Tariff 1
48,2,5027,0.209829,1,4,TRUE,TRUE,3,TRUE,1,Tariff 2
35,1,4995,0.979667,3,3,FALSE,FALSE,2,TRUE,3,Tariff 1
26,6,4283,0.125005,1,2,TRUE,FALSE,3,TRUE,3,Tariff 2
60,5,4704,0.57555,3,4,TRUE,TRUE,2,TRUE,1,Tariff 2
24,4,3404,0.822326,4,4,TRUE,TRUE,4,FALSE,2,Tariff 2
42,2,4253,0.551066,2,4,TRUE,FALSE,3,FALSE,1,Tariff 1
43,2,2589,0.520435,5,1,TRUE,FALSE,3,TRUE,2,Tariff 2
34,2,2675,0.497592,1,1,FALSE,FALSE,3,TRUE,1,Tariff 1
75,1,3680,0.434734,3,1,TRUE,FALSE,4,TRUE,2,Tariff 2
38,5,4902,0.631281,5,3,FALSE,FALSE,4,TRUE,2,Tariff 2
36,1,3017,0.712371,3,2,TRUE,FALSE,1,TRUE,2,Tariff 3
62,6,3086,0.520635,5,4,TRUE,FALSE,2,TRUE,2,Tariff 3
51,2,3657,0.76983,2,4,FALSE,FALSE,4,FALSE,2,Tariff 1
34,1,5285,0.151938,2,2,FALSE,FALSE,1,FALSE,3,Tariff 1
65,2,3885,0.423093,3,4,FALSE,FALSE,4,FALSE,2,Tariff 1
20,5,4024,0.458165,4,3,TRUE,TRUE,2,FALSE,2,Tariff 2
60,1,4799,0.098137,1,1,FALSE,TRUE,3,FALSE,1,Tariff 1
72,5,2956,0.977932,4,4,FALSE,FALSE,3,FALSE,2,Tariff 2
60,3,2702,0.172967,4,3,TRUE,TRUE,2,FALSE,3,Tariff 1
58,4,2553,0.819705,3,4,FALSE,FALSE,4,TRUE,3,Tariff 2
75,1,2927,0.050464,4,2,FALSE,TRUE,3,TRUE,1,Tariff 1
55,6,2528,0.962741,5,2,FALSE,TRUE,3,FALSE,2,Tariff 3
43,2,5259,0.547269,4,2,FALSE,FALSE,2,FALSE,2,Tariff 1
28,5,2225,0.369326,5,2,FALSE,FALSE,2,TRUE,1,Tariff 2
38,5,4329,0.24557,3,3,FALSE,TRUE,2,TRUE,1,Tariff 3
50,1,5392,0.761477,2,4,TRUE,TRUE,1,FALSE,1,Tariff 1
62,4,4222,0.463923,3,3,TRUE,FALSE,3,FALSE,2,Tariff 1
41,4,4399,0.937359,2,2,FALSE,TRUE,2,FALSE,3,Tariff 1
35,4,5084,0.816683,2,4,FALSE,FALSE,1,FALSE,1,Tariff 2
65,2,2416,0.485607,2,3,FALSE,TRUE,4,FALSE,2,Tariff 1
74,3,5292,0.040027,2,2,FALSE,FALSE,3,TRUE,3,Tariff 1
20,4,3730,0.876377,3,4,FALSE,TRUE,3,FALSE,1,Tariff 1
25,1,5075,0.941074,1,4,TRUE,TRUE,4,FALSE,2,Tariff 1
21,6,3595,0.452259,2,4,FALSE,TRUE,4,TRUE,3,Tariff 1
45,5,4667,0.284901,4,1,TRUE,FALSE,3,FALSE,1,Tariff 1
76,5,2530,0.455867,2,4,FALSE,FALSE,1,FALSE,2,Tariff 2
38,4,4757,0.966177,4,3,FALSE,TRUE,3,FALSE,1,Tariff 3
52,3,3542,0.168698,5,4,TRUE,FALSE,1,FALSE,1,Tariff 1
32,2,2712,0.446074,1,3,TRUE,FALSE,2,FALSE,3,Tariff 1
64,2,5263,0.612042,3,4,FALSE,TRUE,1,TRUE,3,Tariff 1
61,1,5419,0.683736,3,2,TRUE,TRUE,2,TRUE,1,Tariff 1
36,2,4588,0.299019,3,4,TRUE,FALSE,3,FALSE,3,Tariff 1
44,4,5298,0.401944,1,4,TRUE,TRUE,2,FALSE,1,Tariff 2
40,3,4399,0.810108,2,1,FALSE,FALSE,1,FALSE,1,Tariff 1
44,2,3679,0.730201,4,1,FALSE,TRUE,3,FALSE,3,Tariff 1
78,1,5132,0.685283,3,1,TRUE,TRUE,4,TRUE,3,Tariff 1
33,2,2332,0.031035,5,2,TRUE,TRUE,2,TRUE,3,Tariff 3
66,1,3951,0.335843,3,4,FALSE,FALSE,2,TRUE,1,Tariff 1
52,1,2385,0.987151,1,3,FALSE,TRUE,4,TRUE,3,Tariff 1
25,3,4733,0.539283,4,1,TRUE,TRUE,1,FALSE,1,Tariff 1
61,5,4358,0.99263,5,1,FALSE,TRUE,4,FALSE,1,Tariff 2
23,3,2624,0.111666,2,1,FALSE,TRUE,4,TRUE,1,Tariff 1
74,5,5230,0.21973,4,2,FALSE,FALSE,1,TRUE,1,Tariff 2
61,6,4346,0.683819,1,2,TRUE,FALSE,1,FALSE,1,Tariff 1
75,5,4689,0.827192,5,3,FALSE,FALSE,1,FALSE,3,Tariff 2
73,2,5099,0.129458,4,2,TRUE,FALSE,4,FALSE,3,Tariff 1
65,6,5119,0.024114,5,3,TRUE,FALSE,2,FALSE,1,Tariff 1
49,3,2193,0.203792,3,1,TRUE,TRUE,2,TRUE,1,Tariff 1
32,5,4687,0.727372,3,3,FALSE,FALSE,3,FALSE,2,Tariff 2
21,4,5399,0.808206,5,3,TRUE,FALSE,1,TRUE,2,Tariff 2
75,6,5029,0.456789,3,1,TRUE,FALSE,4,TRUE,2,Tariff 1
38,4,4472,0.06764,2,3,TRUE,FALSE,3,TRUE,3,Tariff 2
68,3,4846,0.741549,1,2,TRUE,FALSE,2,FALSE,1,Tariff 1
58,1,3078,0.019123,2,3,TRUE,TRUE,2,FALSE,3,Tariff 1
54,4,3153,0.48891,1,4,TRUE,FALSE,2,TRUE,2,Tariff 3
59,2,3280,0.198585,5,3,TRUE,FALSE,2,TRUE,3,Tariff 2
55,6,4529,0.551699,5,1,TRUE,FALSE,4,TRUE,2,Tariff 1
36,6,4634,0.174196,4,1,TRUE,FALSE,3,TRUE,2,Tariff 2
27,3,2816,0.668287,2,3,TRUE,TRUE,1,FALSE,1,Tariff 1
68,5,4317,0.112832,1,2,TRUE,FALSE,2,FALSE,2,Tariff 1
35,1,3632,0.316055,4,3,FALSE,TRUE,2,FALSE,1,Tariff 1
23,1,3573,0.646211,4,2,TRUE,TRUE,3,FALSE,1,Tariff 1
72,2,5425,0.079536,2,3,TRUE,TRUE,3,FALSE,2,Tariff 1
78,2,4934,0.598331,1,1,FALSE,FALSE,1,TRUE,3,Tariff 1
28,4,3124,0.384382,1,1,TRUE,TRUE,3,FALSE,3,Tariff 2
60,6,4693,0.879099,3,1,TRUE,FALSE,2,FALSE,3,Tariff 1
42,2,2557,0.869711,3,1,FALSE,FALSE,3,TRUE,1,Tariff 1
38,6,2372,0.982907,4,2,TRUE,TRUE,3,FALSE,3,Tariff 3
67,4,2547,0.979832,3,1,TRUE,FALSE,3,FALSE,3,Tariff 1
23,4,5149,0.857046,3,4,FALSE,FALSE,2,FALSE,1,Tariff 2
40,4,4081,0.252205,3,2,FALSE,TRUE,1,TRUE,3,Tariff 3
32,6,5344,0.334484,1,2,TRUE,TRUE,4,TRUE,2,Tariff 3
64,3,4229,0.196226,5,3,FALSE,TRUE,1,TRUE,2,Tariff 1
28,1,2199,0.129095,2,1,TRUE,FALSE,1,TRUE,2,Tariff 1
37,6,4653,0.016022,4,1,FALSE,TRUE,3,TRUE,1,Tariff 1
31,4,4119,0.448857,2,2,FALSE,TRUE,1,FALSE,2,Tariff 3
44,1,3693,0.883244,3,1,TRUE,FALSE,4,FALSE,1,Tariff 1
77,5,3481,0.33307,4,2,FALSE,FALSE,3,TRUE,2,Tariff 2
75,1,3668,0.150462,4,3,FALSE,TRUE,1,FALSE,3,Tariff 1
44,1,3600,0.711883,5,3,FALSE,FALSE,2,TRUE,3,Tariff 1
77,6,4850,0.184383,4,1,TRUE,TRUE,3,TRUE,3,Tariff 3
41,5,5249,0.128456,1,4,TRUE,FALSE,3,FALSE,3,Tariff 1
31,3,4827,0.247086,5,3,FALSE,FALSE,4,TRUE,2,Tariff 1
34,1,5273,0.873183,1,2,TRUE,TRUE,3,FALSE,1,Tariff 1
67,3,4022,0.653671,5,2,FALSE,TRUE,3,TRUE,1,Tariff 1
38,5,3529,0.632443,3,4,TRUE,FALSE,3,FALSE,2,Tariff 1
47,6,4230,0.861276,1,3,TRUE,TRUE,1,TRUE,3,Tariff 1
75,4,2634,0.437365,3,3,FALSE,TRUE,1,FALSE,3,Tariff 1
38,5,3224,0.007036,5,1,FALSE,FALSE,2,FALSE,3,Tariff 2
19,3,3886,0.856656,2,3,TRUE,FALSE,2,FALSE,1,Tariff 1
27,4,5219,0.005006,2,3,TRUE,FALSE,4,FALSE,1,Tariff 1
42,6,3401,0.766499,1,2,TRUE,FALSE,1,FALSE,1,Tariff 1
32,2,3613,0.662808,2,3,TRUE,FALSE,2,TRUE,2,Tariff 2
20,6,2814,0.26418,5,3,FALSE,FALSE,1,FALSE,1,Tariff 2
54,6,5030,0.400434,2,2,FALSE,FALSE,2,FALSE,1,Tariff 1
71,4,4238,0.094001,1,3,TRUE,TRUE,2,TRUE,3,Tariff 3
64,2,5125,0.293284,3,2,FALSE,FALSE,1,FALSE,3,Tariff 1
24,3,4799,0.407296,3,1,FALSE,FALSE,4,TRUE,3,Tariff 1
72,3,4603,0.050668,3,4,TRUE,FALSE,2,FALSE,3,Tariff 1
57,5,2492,0.475293,2,4,TRUE,FALSE,1,FALSE,2,Tariff 1
57,4,2500,0.645347,4,1,TRUE,FALSE,1,TRUE,1,Tariff 1
76,2,5002,0.665907,1,3,TRUE,TRUE,1,FALSE,2,Tariff 1
60,5,4425,0.079591,5,3,FALSE,TRUE,1,FALSE,1,Tariff 3
39,6,2208,0.24454,5,2,FALSE,TRUE,3,FALSE,2,Tariff 1
35,6,5048,0.893078,5,3,TRUE,FALSE,3,TRUE,2,Tariff 2
34,6,4305,0.384973,1,3,FALSE,FALSE,2,FALSE,3,Tariff 2
68,5,4496,0.656875,4,2,FALSE,FALSE,4,FALSE,3,Tariff 2
22,6,5429,0.809459,5,1,TRUE,TRUE,1,TRUE,3,Tariff 1
69,5,4101,0.758882,2,1,TRUE,FALSE,1,FALSE,1,Tariff 1
41,3,2298,0.206341,2,4,FALSE,FALSE,3,FALSE,1,Tariff 1
59,3,5154,0.157317,5,4,TRUE,TRUE,2,FALSE,2,Tariff 1
59,2,3477,0.597663,2,1,FALSE,TRUE,4,TRUE,2,Tariff 1
34,1,5112,0.582058,5,3,TRUE,TRUE,3,TRUE,2,Tariff 3
43,6,4403,0.106145,2,1,TRUE,TRUE,3,FALSE,1,Tariff 1
45,2,2990,0.505399,5,1,FALSE,FALSE,1,TRUE,2,Tariff 1
24,5,3283,0.668164,3,2,TRUE,FALSE,1,FALSE,1,Tariff 1
58,2,4716,0.424881,3,1,FALSE,TRUE,3,FALSE,3,Tariff 1
19,1,3932,0.583581,3,4,FALSE,FALSE,3,TRUE,2,Tariff 1
49,6,2210,0.92648,5,2,FALSE,TRUE,1,FALSE,1,Tariff 1
32,4,2793,0.920632,3,1,FALSE,TRUE,4,FALSE,2,Tariff 1
21,1,3892,0.18612,2,4,FALSE,TRUE,3,FALSE,3,Tariff 1
54,1,3421,0.600117,5,4,TRUE,FALSE,2,TRUE,1,Tariff 2
73,3,4841,0.065281,5,2,TRUE,TRUE,2,FALSE,1,Tariff 1
56,3,4027,0.972681,1,1,FALSE,FALSE,4,TRUE,2,Tariff 1
46,6,5206,0.540572,2,2,FALSE,FALSE,4,TRUE,2,Tariff 1
41,4,4893,0.24031,1,1,FALSE,FALSE,4,FALSE,2,Tariff 1
78,6,3603,0.640321,5,2,FALSE,FALSE,3,FALSE,2,Tariff 2
26,5,4863,0.631932,1,4,TRUE,FALSE,4,TRUE,2,Tariff 3
63,3,3221,0.340574,5,1,FALSE,FALSE,1,TRUE,3,Tariff 1
42,6,5268,0.656227,4,1,FALSE,TRUE,1,FALSE,1,Tariff 3
60,1,4905,0.479757,4,3,TRUE,FALSE,3,FALSE,2,Tariff 1
57,3,2810,0.464742,4,2,FALSE,TRUE,3,FALSE,3,Tariff 1
35,1,2963,0.901572,2,1,TRUE,FALSE,3,FALSE,2,Tariff 1
73,5,3400,0.666987,5,4,FALSE,FALSE,4,TRUE,2,Tariff 2
52,6,3708,0.929545,5,3,TRUE,TRUE,3,FALSE,1,Tariff 1
62,4,4744,0.257501,2,3,TRUE,FALSE,1,FALSE,3,Tariff 1
24,4,2977,0.348723,2,3,TRUE,FALSE,3,TRUE,3,Tariff 2
24,2,3466,0.413333,2,4,FALSE,FALSE,1,TRUE,2,Tariff 1
26,3,4632,0.23912,4,4,FALSE,TRUE,4,FALSE,3,Tariff 1
59,4,3740,0.179035,4,4,FALSE,FALSE,1,FALSE,2,Tariff 2
55,1,5209,0.925131,4,2,TRUE,FALSE,2,FALSE,1,Tariff 1
76,2,2320,0.714146,1,3,TRUE,TRUE,1,FALSE,2,Tariff 1
55,3,3847,0.612799,3,3,FALSE,FALSE,3,FALSE,2,Tariff 1
47,2,2318,0.184139,3,3,FALSE,TRUE,2,TRUE,2,Tariff 1
40,4,3955,0.854714,4,2,TRUE,FALSE,3,FALSE,3,Tariff 1
33,1,5321,0.237686,4,3,FALSE,TRUE,4,TRUE,1,Tariff 1
40,5,3930,0.166876,5,2,TRUE,FALSE,2,TRUE,1,Tariff 2
39,6,3527,0.648431,1,2,TRUE,TRUE,2,FALSE,2,Tariff 1
72,5,3679,0.013805,1,4,FALSE,TRUE,1,TRUE,2,Tariff 3
56,6,2842,0.284874,5,1,TRUE,FALSE,2,TRUE,3,Tariff 2
40,1,4740,0.052851,4,1,TRUE,TRUE,1,TRUE,1,Tariff 3
53,3,2718,0.393692,3,2,FALSE,TRUE,4,FALSE,3,Tariff 1
66,2,3625,0.295504,2,3,FALSE,TRUE,3,FALSE,1,Tariff 1
46,2,4769,0.885289,5,3,TRUE,FALSE,4,FALSE,2,Tariff 1
55,5,3485,0.496547,4,3,FALSE,TRUE,4,FALSE,3,Tariff 1
45,6,2589,0.150521,5,3,FALSE,TRUE,2,TRUE,3,Tariff 1
20,1,2638,0.149415,3,3,TRUE,FALSE,1,TRUE,1,Tariff 2
37,1,2811,0.028575,4,2,TRUE,TRUE,4,FALSE,1,Tariff 3
72,6,4680,0.460834,4,2,TRUE,TRUE,2,TRUE,1,Tariff 2
40,3,4612,0.111602,2,1,FALSE,FALSE,3,TRUE,3,Tariff 1
28,1,3230,0.346778,1,2,TRUE,TRUE,2,FALSE,1,Tariff 3
59,4,3755,0.194838,3,2,TRUE,TRUE,4,TRUE,1,Tariff 2
63,4,4184,0.066445,2,3,FALSE,TRUE,1,TRUE,1,Tariff 3
71,1,4892,0.554075,3,4,FALSE,TRUE,4,FALSE,3,Tariff 1
29,1,2499,0.557148,1,4,FALSE,TRUE,4,TRUE,3,Tariff 1
30,1,3095,0.907108,3,2,TRUE,FALSE,2,FALSE,3,Tariff 1
58,3,5278,0.800898,3,4,TRUE,FALSE,3,TRUE,3,Tariff 2
38,2,5409,0.553421,3,3,TRUE,TRUE,2,FALSE,2,Tariff 1
78,6,2820,0.827674,2,4,TRUE,FALSE,2,FALSE,1,Tariff 1
60,6,5461,0.807334,5,3,TRUE,TRUE,3,FALSE,1,Tariff 1
49,4,4242,0.909773,5,4,FALSE,FALSE,2,FALSE,2,Tariff 2
39,5,4768,0.574012,3,2,TRUE,TRUE,1,FALSE,1,Tariff 2
19,3,3085,0.529613,4,1,TRUE,TRUE,4,TRUE,2,Tariff 1
55,6,3190,0.754394,1,3,FALSE,TRUE,2,FALSE,1,Tariff 1
76,2,4434,0.197599,4,4,FALSE,TRUE,2,FALSE,3,Tariff 1
78,3,3959,0.202877,4,1,TRUE,TRUE,1,FALSE,2,Tariff 1
34,3,4326,0.779155,2,3,FALSE,TRUE,1,FALSE,2,Tariff 1
27,5,5330,0.658458,5,1,FALSE,TRUE,2,FALSE,1,Tariff 3
50,2,5310,0.767397,1,1,FALSE,FALSE,3,TRUE,2,Tariff 1
75,1,2494,0.493461,5,3,TRUE,TRUE,1,TRUE,3,Tariff 1
37,1,2703,0.750729,2,2,TRUE,TRUE,4,FALSE,2,Tariff 3
52,6,4220,0.200588,3,2,TRUE,FALSE,4,FALSE,1,Tariff 1
60,5,3008,0.998382,1,2,TRUE,FALSE,4,FALSE,3,Tariff 1
23,2,5150,0.305089,1,4,TRUE,TRUE,1,FALSE,1,Tariff 1
38,4,4169,0.68086,1,1,TRUE,TRUE,3,FALSE,1,Tariff 2
55,3,3392,0.239806,5,3,TRUE,TRUE,2,TRUE,3,Tariff 1
67,6,3533,0.300631,4,2,TRUE,TRUE,2,TRUE,3,Tariff 3
48,6,2500,0.66153,5,4,FALSE,TRUE,4,TRUE,3,Tariff 1
42,4,2880,0.709266,1,3,TRUE,TRUE,3,TRUE,2,Tariff 2
46,1,5458,0.581902,3,4,TRUE,FALSE,2,FALSE,2,Tariff 1
43,1,3206,0.893503,1,1,TRUE,FALSE,3,TRUE,1,Tariff 2
28,1,5346,0.508531,4,2,TRUE,FALSE,3,FALSE,3,Tariff 1
70,1,3746,0.021295,2,1,FALSE,FALSE,2,FALSE,1,Tariff 1
51,1,3073,0.875088,2,2,TRUE,TRUE,1,TRUE,1,Tariff 3
53,4,4762,0.031372,3,2,TRUE,FALSE,1,TRUE,2,Tariff 3
74,5,4794,0.325356,2,3,TRUE,FALSE,2,TRUE,3,Tariff 2
43,3,3131,0.041891,2,2,TRUE,FALSE,1,TRUE,1,Tariff 2
41,3,4313,0.70719,5,3,FALSE,TRUE,4,FALSE,3,Tariff 1
52,6,3808,0.745722,5,3,TRUE,TRUE,2,TRUE,1,Tariff 2
29,6,4136,0.839324,2,3,TRUE,FALSE,3,TRUE,2,Tariff 2
68,4,4502,0.686203,3,4,TRUE,FALSE,4,FALSE,3,Tariff 1
22,5,5199,0.507357,2,4,TRUE,FALSE,2,FALSE,3,Tariff 1
59,6,5387,0.286941,4,1,TRUE,FALSE,4,FALSE,2,Tariff 1
19,1,4257,0.605043,3,4,FALSE,FALSE,3,FALSE,1,Tariff 1
41,6,3832,0.895565,1,1,TRUE,TRUE,3,TRUE,2,Tariff 1
37,1,3986,0.602363,2,1,TRUE,FALSE,4,TRUE,1,Tariff 2
38,6,4738,0.032121,2,1,FALSE,TRUE,1,TRUE,3,Tariff 3
45,2,3257,0.441462,2,3,TRUE,FALSE,1,TRUE,1,Tariff 2
44,1,4423,0.879945,1,3,FALSE,FALSE,4,TRUE,3,Tariff 1
21,2,3449,0.743392,3,1,FALSE,FALSE,3,FALSE,2,Tariff 1
74,5,2631,0.676964,2,2,FALSE,FALSE,4,FALSE,1,Tariff 2
72,5,3431,0.670076,1,3,FALSE,FALSE,1,TRUE,2,Tariff 2
41,6,3204,0.649129,2,3,FALSE,FALSE,2,TRUE,3,Tariff 2
34,6,4234,0.603753,2,4,TRUE,FALSE,3,TRUE,3,Tariff 2
28,5,4763,0.050385,4,4,TRUE,FALSE,2,TRUE,2,Tariff 3
22,5,3667,0.766562,2,1,TRUE,FALSE,1,FALSE,3,Tariff 1
38,6,3732,0.54475,4,2,TRUE,TRUE,3,FALSE,1,Tariff 3
50,6,4745,0.151315,2,4,TRUE,TRUE,1,TRUE,1,Tariff 2
62,5,3711,0.879643,1,4,FALSE,TRUE,1,FALSE,1,Tariff 1
36,4,2583,0.425804,5,1,TRUE,FALSE,4,TRUE,1,Tariff 1
34,6,4835,0.583928,1,2,FALSE,TRUE,3,FALSE,1,Tariff 3
63,6,4086,0.421503,2,3,FALSE,FALSE,4,FALSE,1,Tariff 1
77,1,3164,0.291896,5,2,FALSE,TRUE,3,FALSE,1,Tariff 1
75,5,2717,0.146734,5,4,FALSE,TRUE,2,TRUE,1,Tariff 3
51,5,5400,0.492674,3,1,TRUE,TRUE,2,FALSE,3,Tariff 1
65,2,3643,0.057528,2,2,FALSE,FALSE,1,FALSE,2,Tariff 1
52,5,4064,0.764753,2,3,FALSE,TRUE,4,FALSE,2,Tariff 1
30,1,3844,0.268591,4,4,TRUE,TRUE,2,FALSE,3,Tariff 1
21,1,3696,0.343313,3,4,TRUE,TRUE,3,TRUE,2,Tariff 3
60,6,3463,0.044084,3,1,TRUE,FALSE,4,TRUE,3,Tariff 1
74,1,3949,0.633978,4,4,FALSE,TRUE,4,TRUE,3,Tariff 1
74,3,4012,0.934156,1,4,TRUE,FALSE,4,FALSE,1,Tariff 1
74,2,3492,0.715109,4,2,TRUE,TRUE,3,TRUE,1,Tariff 3
40,4,4835,0.339082,4,2,TRUE,FALSE,2,TRUE,2,Tariff 3
65,3,4247,0.130718,3,4,TRUE,TRUE,1,FALSE,3,Tariff 1
64,1,4703,0.718218,2,1,FALSE,TRUE,1,TRUE,1,Tariff 1
74,4,4828,0.270864,1,2,TRUE,TRUE,3,TRUE,1,Tariff 2
56,5,4601,0.605034,5,2,FALSE,FALSE,2,FALSE,1,Tariff 2
45,4,2265,0.253635,3,1,TRUE,TRUE,2,TRUE,1,Tariff 2
62,2,4152,0.640958,4,1,FALSE,TRUE,2,TRUE,2,Tariff 1
75,3,2439,0.584682,4,1,FALSE,TRUE,1,TRUE,3,Tariff 1
58,3,4748,0.957557,3,3,FALSE,TRUE,4,FALSE,2,Tariff 1
73,1,4502,0.583107,2,2,FALSE,TRUE,1,FALSE,2,Tariff 1
32,5,2894,0.986149,1,2,FALSE,FALSE,3,FALSE,3,Tariff 2
21,3,4905,0.967186,3,3,FALSE,TRUE,2,TRUE,1,Tariff 1
40,2,5165,0.583003,3,1,TRUE,TRUE,4,TRUE,1,Tariff 3
58,4,2467,0.415135,4,2,FALSE,TRUE,1,FALSE,2,Tariff 3
20,4,3424,0.763009,3,3,FALSE,TRUE,1,FALSE,3,Tariff 1
42,3,2754,0.914402,3,3,FALSE,TRUE,1,FALSE,3,Tariff 1
21,6,5024,0.230555,2,1,TRUE,FALSE,1,TRUE,3,Tariff 2
77,2,2243,0.331885,1,1,TRUE,TRUE,2,TRUE,1,Tariff 1
66,2,2723,0.788233,5,3,TRUE,TRUE,2,FALSE,2,Tariff 1
25,1,2333,0.65511,5,1,TRUE,FALSE,4,FALSE,3,Tariff 2
28,2,5315,0.956213,2,2,TRUE,FALSE,3,TRUE,3,Tariff 2
75,4,3171,0.533773,1,4,TRUE,FALSE,4,TRUE,1,Tariff 2
28,2,3000,0.22119,3,2,FALSE,TRUE,3,TRUE,2,Tariff 1
61,6,4517,0.088883,4,1,TRUE,FALSE,2,TRUE,2,Tariff 1
